Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Baterías Varta Super AA,6,Varta,Super AA,Baterias,15000,https://www.superlosmontes.com/site/9818-large_default/baterias-varta-super-aa-2unds.jpg
Sal Refisal 1kg,14,Refisal,1 kg,Alimentos,2500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/752384/7703812101202-1.jpg
Baterías Varta Super AAA,4,Varta,Super AAA,Baterias,15000,https://i.ebayimg.com/thumbs/images/g/Vq4AAOSwUQll--hM/s-l1200.jpg
Baterías Duracell AAA,2,Duracell,AAA,Baterias,18000,https://olimpica.vtexassets.com/arquivos/ids/1389185/41333001074.jpg
Baterías Tronex Electrónica,5,Tronex,Electrónica,Baterias,16000,https://cvrelectronica.com/productos/imagenes/Bater%C3%ADa-tronex-AA-carbon.jpg
Batería Varta Super Máxima,1,Varta,Máxima,Baterias,24000,https://farmapalacio.com/wp-content/uploads/2024/08/PILA-VARTA-SUPER-AZUL-GRANDE-X-2-UDS.jpg
Baterías Panasonic General C,3,Panasonic,C,Baterias,20000,https://confiatechnology.com/wp-content/uploads/2023/04/pila-panasonic-c-2.jpeg
Azúcar Mayagüez 1kg,2,Mayagüez,1 kg,Alimentos,6500,https://megatiendas.vtexassets.com/arquivos/ids/162576/7707007200459.jpg
Arroz Diana Normal,12,Diana,Normal,Alimentos,5500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/186299/7702511000021.jpg
Arroz Diana Premium,3,Diana,Premium,Alimentos,6800,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_480,h_540/https://grupodiana.co/wp-content/uploads/2021/05/arroz_premium.png"
Baterías Eveready 9V,2,Eveready,9V,Baterias,25000,https://carulla.vtexassets.com/arquivos/ids/12993463/pila-bateria-eveready-carbon-9v1-extra-duracion.jpg
Arroz Roa 1kg,29,Roa,1 kg,Alimentos,5800,https://exitocol.vteximg.com.br/arquivos/ids/27183294/Arroz-Fortificado-Roa-Bolsa-X-5000g-722262_a.jpg
Baterías Energizer AA Max,12,Energizer,AA Max,Baterias,19000,https://olimpica.vtexassets.com/arquivos/ids/1389406/39800015464.jpg
Baterías Eveready AAA,14,Eveready,AAA,Baterias,14000,https://copservir.vtexassets.com/arquivos/ids/1556885/PILA-ENERGIZER-ALKALINA-AAA_F.jpg
Arroz Flor Huila 1kg,10,Flor Huila,1 kg,Alimentos,5800,https://olimpica.vtexassets.com/arquivos/ids/614907/7702231000028.jpg
Baterías Energizer 9V Max,4,Energizer,9V Max,Baterias,28000,https://panamericana.vtexassets.com/arquivos/ids/351179/pila-alcalina-energizer-max-de-9-voltios-39800013613.jpg
Arroz Diana 5kg,25,Diana,5 kg,Alimentos,25000,https://mercadoslpineda.co/1870-large_default/arroz-diana-x-2500-g.jpg
Baterías Energizer Max AAA,2,Energizer,Max AAA,Baterias,19000,https://olimpica.vtexassets.com/arquivos/ids/1389488/7702087359776.jpg
Baterías Energizer D2,2,Energizer,D2,Baterias,22000,https://copservir.vtexassets.com/arquivos/ids/1565541/PILA-ALCALINA-ENERGIZER-MAX-D2_P.png
Batería Eveready C,1,Eveready,C,Baterias,20000,https://ferretronica.com/cdn/shop/products/Par_de_Pilas_Tipo_C_Eveready_2_Baterias_tipo_C_ferretronica_2ba277d7-bb93-4acb-bbfb-412d30b93161.jpg
Gaseosa Seven-Up 2L,2,Seven-Up,2 L,Bebida,5500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/208449/7702090036534.jpg
"Gaseosa Manzana Postobón 2,5 L",3,Postobón,2.5 L,Bebida,6500,https://olimpica.vtexassets.com/arquivos/ids/1441110/7702090016406.jpg
Gaseosa Pony Malta 330 ml,1,Postobón,330 ml,Bebida,2500,https://carulla.vtexassets.com/arquivos/ids/19577171/Pony-Malta-Pet-330-ml-617569_a.jpg
Gaseosa Colombiana 2L,1,Postobón,2 L,Bebida,5500,https://eurosuper.vtexassets.com/arquivos/ids/159859/7702090016413.jpg
"Gaseosa Pepsi 2,5 L",2,Pepsi,2.5 L,Bebida,6000,https://prodcdnmobisoft.oxxodomicilios.com/01J5Z8YBRG5QD77Q8XERYVBEXZ.jpeg
H2O 600 ml,4,Postobón,600 ml,Bebida,3000,https://licoresmedellin.com/cdn/shop/files/AGUA_SABORIZADA_H20H__LIMONATA_600ML.jpg
"Gaseosa Bretaña 1,5L",1,Bretaña,1.5 L,Bebida,4500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/626602/7702090029543-1.jpg
Coca-Cola retornable 1L,1,Coca-Cola,1 L,Bebida,3800,https://www.entuhogar.coca-cola.com.co/media/catalog/product/c/o/coccol-orig-ret-vid-1l-int-1pz_1_2.jpg
Baterías Eveready D2,9,Eveready,D2,Baterias,22000,https://212global.com/wp-content/uploads/2024/06/61f9b01324324f634d8a2d69_thumbnail-300x300.jpg
Bombillos Magnífico,3,Magnífico,Unidad,Iluminacion,5000,https://www.corbeta.com.co/media/catalog/product/7/7/7705946850247-001-removebg-preview.png
Salsas Bary de carne 250 ml,3,Bary,250 ml,Alimentos,7500,https://mercadoslpineda.co/1198-thickbox_default/salsa-para-carnes-x-175-cc-bary.jpg
Salsas Bary negra 250 ml,4,Bary,250 ml,Alimentos,7500,https://ecommerce.surtifamiliar.com/backend/admin/backend/web/archivosDelCliente/items/images/20240917151204-Salsas-Salsas-Sazonadoras-Salsa-Negra-x155g-Bary-3536720240917151204475.jpg
Salsa Bary vainilla 250 ml,1,Bary,250 ml,Alimentos,7500,https://mundohuevo.com/cdn/shop/files/00594.jpg
Don Próspero adobo 250g,3,Don Próspero,250 g,Alimentos,6000,https://i.imgur.com/vnZEXhA.jpg
Paquetes Orégano Rey 50g,8,Rey,50 g,Alimentos,2500,https://supermercadolaestacion.com/33960-large_default/condimento-rey-oregano-sobre-x-10-gramos.jpg
Botellas Blancox 750 ml,6,Genérica,750 ml,Hogar,6500,https://www.refisalblancox.com.co/Image/0/500_500-729736_a.jpg
Cabezas de traperos,44,Genérica,Unidad,Aseo e Higiene,7000,https://m.media-amazon.com/images/I/61jIqLCKoPL.jpg
Bombillos Minilux,3,Minilux,Unidad,Iluminacion,5500,https://ilumax.com.co/wp-content/uploads/2022/03/Bulbo_LED_7W_Antimosquito_E27_1112_1.jpg-1024x1024.jpg
Bombillos Philips,10,Philips,Unidad,Iluminacion,9000,https://easycolombia.vtexassets.com/arquivos/ids/235435/8718699702830-1.jpg
Bombillos Nalpilux,3,Nalpilux,Unidad,Iluminacion,5500,https://copservir.vtexassets.com/arquivos/ids/1551873/OF-BOMBILLO-NALPILUX-LED-9W_F.jpg
Bombillos Sylvania,8,Sylvania,Unidad,Iluminacion,8500,https://olimpica.vtexassets.com/arquivos/ids/245826/Bombillo-SYLVANIA-LED-12W---Pack-X3.jpg
Bombillos San Jorge,3,San Jorge,Unidad,Iluminacion,6000,https://unionglobal.com.co/wp-content/uploads/2022/12/bombillo-12w.png
Bombillos Probelco,3,Probelco,Unidad,Iluminacion,6500,https://i0.wp.com/almayorve.com/wp-content/uploads/2023/05/Bombillo-9w-Probelco-1-rotated.jpg
Bombillo Santa Blanca,1,Santa Blanca,Unidad,Iluminacion,6000,https://tronex-consumer.com/wp-content/uploads/2021/01/Santa-Blanca.jpg
Bombillo Majuluz,1,Majuluz,Unidad,Iluminacion,5500,https://ingecomsas.com/wp-content/uploads/2023/06/BOMBILLO-15W-1-scaled.jpg
Bombillo Rayovac,1,Rayovac,Unidad,Iluminacion,7500,https://la.rayovac.com/wp-content/uploads/2021/06/bombillo1.png
Bombillo Nrline,1,Nrline,Unidad,Iluminacion,5000,https://starled.com.co/wp-content/uploads/2022/03/bombillo-nr-line-1000lm.jpg
Bombillo Eveready,1,Eveready,Unidad,Iluminacion,7000,https://en1ya.com/wp-content/uploads/2023/12/BOMBILLO-LED-EVEREADY-8W-LUZ-BLANCA-X1-UNIDAD.pptx.jpg
Cabezas de escobas,105,Genérica,Unidad,Aseo e Higiene,6500,https://m.media-amazon.com/images/I/718ohD9AmQL.jpg
Six pack Millones Andina,3,Andina,330 cm(cubicos),Bebida,16000,https://pbs.twimg.com/media/F6kV2yuW8AA0t9Y.jpg
Mini recogedores,5,Genérica,Unidad,Aseo e Higiene,5000,https://m.media-amazon.com/images/I/51C4qde+8hL._AC_.jpg
Escoba chiquita,1,Genérica,Unidad,Aseo e Higiene,8000,https://m.media-amazon.com/images/I/518oerfp0XL.jpg
Mini traperos,4,Genérica,Unidad,Aseo e Higiene,7500,"https://images-na.ssl-images-amazon.com/images/I/41e-oQ-amdL._AC_UL600_SR600,600_.jpg"
Escobillas para el baño,22,Genérica,Unidad,Aseo e Higiene,6000,https://kostamar.com.co/cdn/shop/products/Escobillon-Para-Bano_1024x1024.jpg
Soportes para colocar trapero,4,Genérica,Unidad,Aseo e Higiene,12000,https://tripleclean.com.co/wp-content/uploads/2024/12/LRES60_5.jpg
Club Colombia Negra 330 ml,16,Club Colombia,330 ml,Bebidas alcoholicas,3800,https://www.clubcolombia.com.co/sites/g/files/seuoyk481/files/2023-05/lata_negra.png
Club Colombia Roja 330 ml,3,Club Colombia,330 ml,Bebidas alcoholicas,3800,https://www.clubcolombia.com.co/sites/g/files/seuoyk481/files/2023-05/lata_roja.png
Six pack Club Colombia Roja ,1,Club Colombia,330 cm(cubicos),Bebidas alcoholicas,21000,https://colanta.vtexassets.com/arquivos/ids/156784/9572-1.png
Club Colombia Dorada 330 ml,4,Club Colombia,330 ml,Bebidas alcoholicas,3800,https://www.clubcolombia.com.co/sites/g/files/seuoyk481/files/2023-05/lata_dorada.png
Pastillas de Panela Hernández 500 g,48,Hernández,500 g,Alimentos,3000,https://cdn.croper.com/images/1-euenyon-yqz9s4j4lgb/original.jpeg
Águila Original 330 ml,2,Águila,330 ml,Bebidas alcoholicas,3200,https://mercaldas.vtexassets.com/arquivos/ids/223898/Cerveza-AGUILA-original-6-unds-x330-ml-c-u_12565.jpg
Six pack Club Colombia Dorada 330 cm,2,Club Colombia,330 cm(cubicos),Bebidas alcoholicas,21000,https://exitocol.vteximg.com.br/arquivos/ids/26664739/Cerveza-x-6-lata-dorada-Club-colombia-102016_a.jpg
Six pack Costeña Bacana 330 cm,1,Costeña Bacana,330 cm(cubicos),Bebidas alcoholicas,17000,https://carulla.vteximg.com.br/arquivos/ids/14579125/CERVEZA-SIXPACK-CERVEZA-COSTENA-BACANA-1920-Mililitro-1777452_a.jpg
Six pack Águila Original 330 cm,4,Águila,330 cm(cubicos),Bebidas alcoholicas,18000,"https://res.cloudinary.com/komercia-store/image/upload/dpr_auto,f_auto,fl_lossy,q_auto/c_crop,g_custom/h_550,w_550,b_auto,c_pad/v1644716013/12380/products/kokatbr95mcvwfinlve4.png"
Tutti Frutti Naranja 500 ml,5,Tutti Frutti,500 ml,Bebida,3500,https://mercadoslpineda.co/6169-thickbox_default/jugo-tutti-frutti-surtido-x-500.jpg
Cucharas plásticas transparentes Super Boom,420,Super Boom,Paquete,Desechables,3000,"https://m.media-amazon.com/images/I/61EJu+ovwDL._AC_UF1000,1000_QL80_.jpg"
Paquete de vasos de cartón Chévere,1,Chévere,Paquete,Desechables,4500,https://www.bolsasyempaquescolombia.com/cdn/shop/files/4onz.png
Contenedores térmicos con tapa plástica Wau,1,Wau,Unidad,Desechables,800,https://colombia.carvajalempaques.com/cms/wp-content/uploads/contenedor-termico-1.jpg
Paquetes de cucharas plásticas blancas desechables Domingo,7,Domingo,Paquete,Desechables,3000,https://exitocol.vteximg.com.br/arquivos/ids/24071052/Cuchara-Blanca-Grande-Paquete-X-25-Unids-32364_a.jpg
Mini recipientes con tapa,5,Genérica,Unidad,Desechables,600,https://anforama.com/cdn/shop/products/Recipiente-cierre-seguro-M00570114.jpg
Paquetes de cubiertos desechables Domingo,9,Domingo,Paquete,Desechables,3500,https://olimpica.vtexassets.com/arquivos/ids/615635/7702251016979.jpg
Kumbia Mango 500 ml,6,Kumbia,500 ml,Bebida,2500,https://images.rappi.com/products/105221774371_tyidbjzuaqvq_334343217414_ognabafilgomsc_7709997783912_1.jpg
Soka Mango 500 ml,8,Soka,500 ml,Bebida,2800,https://alpina.com/media/catalog/product/cache/b6f2be0b6c86c25988d2ad5d737f6527/s/o/soka-mango-botella-410-ml-7702001159321_img1_5.png
Hit Mango 500 ml,10,Hit,500 ml,Bebida,2600,https://copservir.vtexassets.com/arquivos/ids/1548518/REFRESCO-HIT-MANGO_F.png
Hit Lulo 500 ml,7,Hit,500 ml,Bebida,2600,https://licoresmedellin.com/cdn/shop/files/JUGOS_HIT_PET_LULO_500ML.jpg
Hit Tropical 500 ml,7,Hit,500 ml,Bebida,2600,https://megatiendas.vtexassets.com/arquivos/ids/159470/7702090029888.jpg
Hit Mora 500 ml,7,Hit,500 ml,Bebida,2600,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7707133083216.jpg
Soka Maracuyá 500 ml,9,Soka,500 ml,Bebida,2800,https://pacardylwpmedia.s3.us-east-2.amazonaws.com/wp-content/uploads/2022/03/02170820/7702001159345.jpg
Soka Lulo 500 ml,1,Soka,500 ml,Bebida,2500,https://pacardylwpmedia.s3.us-east-2.amazonaws.com/wp-content/uploads/2024/06/18203049/7702001168934.jpg
Soka Mandarina 500 ml,1,Soka,500 ml,Bebida,2500,https://carulla.vteximg.com.br/arquivos/ids/20363751/Bebida-Jugo-Mandarina-SOKA-410-ml-3110652_a.jpg
Hit naranja piña 500 ml,4,Hit,500 ml,Bebida,2600,https://distrimarketsas.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTczNzk0NiwicHVyIjoiYmxvYl9pZCJ9fQ==--9f81ebbae98aa83b33893dd9eb69f5785ee65c4a/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbNjAwLDYwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--db42ba722be1e76788976c3dae164d352f833ae3/nueva-imagen%20-%202024-06-13T154809.845.png
Agua glacial 620ml,8,Glacial,620 ml,Bebida,2200,https://glacial.com.co/wp-content/uploads/2024/06/agua_singas_620.png
Agua glacial 1L,4,Glacial,1 L,Bebida,2800,https://almin.com.co/37569-home_default/agua-glacial-620-paca18unides-.jpg
Full aqua natural 500 ml,1,Full Aqua,500 ml,Bebida,2000,https://media.surtiplaza.co/dimen/7707335286316.png
Agua Cielo 500 ml,1,Cielo,500 ml,Bebida,1800,https://kyotorolls.com/cdn/shop/products/AguaCielo.png
Agua Cristal limón agua 500 ml,4,Cristal,500 ml,Bebida,2000,https://d31f1ehqijlcua.cloudfront.net/n/1/0/8/d/108d7e05fab9f44424c11b6f9a785d10f0006059_Water_489588_01.jpg
Platos desechables pequeños ,13,Genérica,Paquete (20 unid.),Desechables,1000,https://www.papyser.com/catalogo/1034258.jpg
Platos desechables grandes,14,Genérica,Paquete (20 unid.),Desechables,1200,https://proquimindustrial.com/cdn/shop/products/Plato-grande-de-icopor_630b93a0-7221-40f3-87bd-40e55870f342.jpg
Platos medianos,22,Genérica,Paquete (20 unid.),Desechables,1400,"https://static.wixstatic.com/media/225c66_849ed9cea425478a9d3af1542b7bf409~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg"
Vasos plástico transparentes,7,Genérica,Paquete,Desechables,1000,https://unomasuno.pe/wp-content/uploads/2021/06/vaso-descartable-transparente.jpg
Agua con gas cristal 500 ml,7,Cristal,500 ml,Bebida,2200,https://tomatelavida.com.co/wp-content/uploads/2023/03/Agua-con-gas-Cristal-2023-G.png
H2oh limonata 500 ml,8,H2Oh,500 ml,Bebida,2800,https://megatiendas.vtexassets.com/arquivos/ids/159496/7702090044577.jpg
H2oh maracuyá 500 ml,7,H2Oh,500 ml,Bebida,2800,https://megatiendas.vtexassets.com/arquivos/ids/168092/7702090029154.jpg
Agua cristal 1L,13,Cristal,1 L,Bebida,2500,https://olimpica.vtexassets.com/arquivos/ids/1431987/7702090022711.jpg
Agua cristal 300ml,4,Cristal,300 ml,Bebida,1500,https://mercaldas.vtexassets.com/arquivos/ids/1329380/Agua-CRISTAL-x300-ml_39859.jpg
Agua cristal 600ml,3,Cristal,600 ml,Bebida,1800,https://exitocol.vteximg.com.br/arquivos/ids/26658915/Agua-Normal-600-ml-973621_a.jpg
Sabifrut 500 ml,5,Sabifrut,500 ml,Bebida,2000,https://prodcdnmobisoft.oxxodomicilios.com/01HNDXGRZM4MPYN06MD67DCK0Y.png
Agua cristal con gas 500 ml,23,Cristal,500 ml,Bebida,2700,https://www.monchef.com.co/products/agua-cristal-gas.jpeg
Postobón naranja vidrio 300 ml,15,Postobón,300 ml,Bebida,1900,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/01-naranaja-350-RET-1.png
Colombiana vidrio 300 ml,12,Postobón,300 ml,Bebida,1900,https://carulla.vtexassets.com/arquivos/ids/18674643/GASEOSA-FRIOPACK-COLOMBIANA-176758_a.jpg
Postobón uva vidrio 300 ml,14,Postobón,300 ml,Bebida,1900,https://infonutricional.tomatelavida.com.co/wp-content/uploads/2023/06/postobon_01-uva-350-RET.png
7up vidrio 300 ml,12,7Up,300 ml,Bebida,1900,https://i5.walmartimages.com/seo/7up-Lima-Lemon-Soda-Glass-Bottle-12-Units-TOTAL-of-350-mL-12-Fl-Oz-each_ed0cda22-84ec-4f61-a000-57624c224323.2f1bb485bb8ac6e1de6986348abdd19c.jpeg
Paquete de tenedores plásticos kuantto (100 unidades),1,Kuantto,100 unidades,Desechables,5000,https://www.todoaseo.com/wp-content/uploads/2017/01/TENEDOR-DOM.-GRANDE-X-100-REF-05223.jpg
Paquetes de cuchillos de plástico desechables domingo,2,Domingo,Paquete,Desechables,3000,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtQf2_yEEwaIlB6C3N02V3qlABvhT9zgUrbw&s
Paquetes de mini tenedores plásticos (25 unidades),9,Genérica,25 unidades,Desechables,2500,https://m.media-amazon.com/images/I/81NLcQK68hL.jpg
Paquete de pitillos (30 unidades),1,Genérica,30 unidades,Desechables,1500,https://housedistribuciones.com/imgupload/MKeuo4_Pitillogaseosa.png
Hit mango vidrio 300 ml,1,Hit,300 ml,Bebida,2400,https://tomatelavida.com.co/wp-content/uploads/2022/12/Hit-Mango-2022-G.png
Chirros BBQ 200g,4,Chirros,200 g,Alimentos,2000,https://www.chirros.com/img/productos/g_pro_2.jpg
Chirros natural 200g,5,Chirros,200 g,Alimentos,2000,https://www.chirros.com/img/productos/h_pro_1.jpg
Chirros ahumado 200 g,5,Chirros,200 g,Alimentos,2000,https://www.chirros.com/img/productos/g_pro_3.jpg
Chirros picantes 200g,5,Chirros,200 g,Alimentos,2000,https://www.bazzarbog.com/24797-home_default/chirros-americano-limon-x30grs.jpg
Mantecada del cerro 250g,3,Del Cerro,250 g,Alimentos,2500,https://images.rappi.com/products/a7c08a3e-ae2d-4383-ab23-de210047ef59.jpg
Brownie del cerro arequipe 200g,2,Del Cerro,200 g,Alimentos,2800,https://images.rappi.com/products/6689c631-ec7d-4918-afaa-43951fdf579f.jpg
Brownie del cerro clásico 200g ,4,Del Cerro,200 g,Alimentos,2800,https://images.rappi.com/products/cfcab78a-8a35-4b30-b118-c9fb846f794f.jpg
Alfajor del cerro 150g,2,Del Cerro,150 g,Alimentos,2500,https://mundodulces17.com/wp-content/uploads/2023/09/image0-e1694552281420.jpeg
Paquetes tenedores de plástico (16 unidades),2,Genérica,16 unidades,Desechables,2000,"https://static.wixstatic.com/media/f6ca48_1db3013903a34e2fb623290ea18d9769~mv2.jpg/v1/fill/w_560,h_420,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/f6ca48_1db3013903a34e2fb623290ea18d9769~mv2.jpg"
Copas de plástico,26,Genérica,Unidad,Desechables,800,https://estra.vtexassets.com/arquivos/ids/179510/4-1048515_Copa-Plastica-Para-Vino-160Ml-Natural.jpg
Bases de copas de plástico,25,Genérica,Unidad,Desechables,800,https://cdn.shopify.com/s/files/1/0434/0596/7524/products/8404-29327_4d1a23d1-e889-4098-aeff-3173f3de9d14_340x.jpg
Tenedores plásticos,50,Genérica,Paquete,Desechables,4500,https://assets.tuzonamarket.com/images/producto/NtVk1giMPS.jpg
Paquete de platos desechables pequeños (20 unidades),1,Kangupor,20 unidades,Desechables,1000,https://lagarza.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDczODcsInB1ciI6ImJsb2JfaWQifX0=--0a48df93bb1230812b2ef8f894459d7bccedfb5c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/plato%20ico%2020x20.jpg
Gilette presto barba,20,Gillette,Unidad,Cuidado Personal,3500,https://megaseo170.com/cdn/shop/files/gillete_ultragripo_2.jpg
Schick presto barba Xtreme,1,Schick,Unidad,Cuidado Personal,6000,https://colsubsidio.vteximg.com.br/arquivos/ids/165639/7591066701015.jpg
Paquete de platos desechables grandes (20 unidades),1,Genérica,20 unidades,Desechables,1200,https://www.todoaseo.com/wp-content/uploads/2017/01/PLATO-ICOPOR-PANDO-26-DARNEL-X-20-REF-01933.jpg
"Paquete de platos desechables (Kangupor, 20 unidades)",2,Kangupor,20 unidades,Desechables,3500,https://todoendesechables.com.co/wp-content/uploads/sites/5/2021/03/Plato-pando-kangupor-de-20.png
"Paquetes de vasos desechables 8 oz (Darnel, 20 unidades)",2,Darnel,20 unidades,Desechables,3200,https://berpaadmin.com.co/backend/admin/backend/web/archivosDelCliente/items/images/20240802163157-EMPAQUES-Y-DESECHABLES-PORTACOMIDAS-CONTENDOR-DELI-DARNEL-16-OZ-X-25-UNIDADES-CAJAX-9-PAQUETES----1024202408021631577361.jpg
Vive 100 500 ml,6,Vive 100,500 ml,Bebida,2500,https://colsubsidio.vteximg.com.br/arquivos/ids/202571-1200-1200/7702354934361.jpg.jpg
Sonetto dulces 200g,34,Sonetto,200 g,Alimentos,2000,https://distribuidoranikoll.com/wp-content/uploads/2024/08/SONETO.jpg
Golpe con todo ranchero 250g,4,Golpe con Todo,250 g,Alimentos,3200,https://exitocol.vtexassets.com/arquivos/ids/25923810/Con-Todo-Rancher-GOLPE-250-Gramo-919310_a.jpg
Cuchuco de maíz del cultivo 500g,3,Del Cultivo,500 g,Alimentos,3000,https://villavoexpress.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Mzg5OCwicHVyIjoiYmxvYl9pZCJ9fQ==--eabd213e8fc3e01dda5144a94c401369b41ab717/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJ3ZWJwIiwicmVzaXplX2FuZF9wYWQiOlszMjAsMzIwLHsiZXh0ZW5kIjoid2hpdGUifV19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--a7d4729092d7300df826ec1077a67fefc8243382/cuchuco-de-cebada-del-cultivo-500gr%20(1).jpg
Cuchuco de cebada del cultivo 500g,3,Del Cultivo,500 g,Alimentos,3000,https://exitocol.vteximg.com.br/arquivos/ids/26659306/Cuchuco-De-Cebada-500-gr-218715_a.jpg
"Paquetes de vasos plástico 9 oz (Tuc, 50 unidades)",2,Tuc,50 unidades,Desechables,4000,https://www.papyser.com/catalogo/1046322.jpg
"Paquetes de vasos plástico 9 oz (Vacan, 50 unidades)",2,Vacan,50 unidades,Desechables,4000,https://housedistribuciones.com/imgupload/BgNWPD_9oz%20Vacan%20Translucido.png
Café aguila roja 250g,9,Águila Roja,250 g,Alimentos,4500,https://olimpica.vtexassets.com/arquivos/ids/717455/7702040027001.jpg
"Paquetes de vasos plástico 7 oz (Tuc, 50 unidades)",3,Tuc,50 unidades,Desechables,3500,https://detalshop.com/cdn/shop/products/031296.jpg
"Paquetes de vasos plástico 7 oz (Vacan, 50 unidades)",4,Vacan,50 unidades,Desechables,3500,https://housedistribuciones.com/imgupload/CYf8RP_VASO-7M4-VACAN-X50UND-480x480.png
Botella cola y Pola 330 ml,21,Postobón,330 ml,Bebida,2500,https://distribuidoranikoll.com/wp-content/uploads/2024/01/COLA-Y-POLA.jpg
Botella pony malta 330 ml,31,Postobón,330 ml,Bebida,2700,https://olimpica.vtexassets.com/arquivos/ids/1479299/7702004013484.jpg
Bolsas de basura negras,16,Genérica,Unidad,Aseo e Higiene,1000,https://gmgsuplidores.com/cdn/shop/products/Bolsa-basura-negra-2_1400x.jpg
Bolsas de basura blancas grandes,9,Genérica,Unidad,Aseo e Higiene,1500,"https://m.media-amazon.com/images/I/51C8c+trbSL._AC_UF894,1000_QL80_.jpg"
Bolsas de basura verdes pequeñas,2,Genérica,Unidad,Aseo e Higiene,1800,https://www.multiexpress.com.co/wp-content/uploads/2023/02/1704.jpg
Bolsas de basura blanca pequeña,4,Genérica,Unidad,Aseo e Higiene,800,https://www.multiexpress.com.co/wp-content/uploads/2023/02/1703.jpg
Bolsas negras 70x95cm,28,Genérica,Unidad,Aseo e Higiene,2500,https://f.fcdn.app/imgs/d7d8a8/cleanway.com.uy/clewuy/1aa9/original/catalogo/40002_40002_1/1920-1200/bolsas-de-basura-negras-50cm-x-55cm-30-unidades-bolsas-de-basura-negras-50cm-x-55cm-30-unidades.jpg
